"category","country","unit","year","value"
"Crude vegetable oils","World","Million dollars","2006","409.3"
"Crude vegetable oils","World","Million dollars","2005","313.2"
"Crude vegetable oils","World","Million dollars","2004","408"
"Crude vegetable oils","World","Million dollars","2003","199.6"
"Crude vegetable oils","World","Million dollars","2002","207.2"
"Crude vegetable oils","World","Million dollars","2001","150.80000000000001"
"Crude vegetable oils","World","Million dollars","2000","210"
"Crude vegetable oils","World","Million dollars","1999","186.4"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2023","1291.5"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2022","952.3"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2021","670.4"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2020","566.6"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2019","531"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2018","601.29999999999995"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2017","734.2"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2016","793"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2015","844.8"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2014","891.1"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2013","711.4"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2012","706.2"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2011","935.5"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2010","827.9"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2009","826.5"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2008","910.9"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2007","710.8"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2006","694"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2005","517.9"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2004","628.4"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2003","413.1"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2002","475.8"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2001","413"
"Crude vegetable oils","World (quantity)","1,000 metric tons","2000","402.9"
"Crude vegetable oils","World (quantity)","1,000 metric tons","1999","269.8"
"Refined vegetable oils 2/","Canada","Million dollars","2023","3767.7"
"Refined vegetable oils 2/","Canada","Million dollars","2022","3299"
"Refined vegetable oils 2/","Canada","Million dollars","2021","2581.9"
"Refined vegetable oils 2/","Canada","Million dollars","2020","1504.5"
"Refined vegetable oils 2/","Canada","Million dollars","2019","1522.8"
"Refined vegetable oils 2/","Canada","Million dollars","2018","1477.6"
"Refined vegetable oils 2/","Canada","Million dollars","2017","1526.2"
"Refined vegetable oils 2/","Canada","Million dollars","2016","1348.9"
"Refined vegetable oils 2/","Canada","Million dollars","2015","1173"
"Refined vegetable oils 2/","Canada","Million dollars","2014","1162.5"
"Refined vegetable oils 2/","Canada","Million dollars","2013","1296.7"
"Refined vegetable oils 2/","Canada","Million dollars","2012","1422.5"
"Refined vegetable oils 2/","Canada","Million dollars","2011","1327.8"
"Refined vegetable oils 2/","Canada","Million dollars","2010","714.3"
"Refined vegetable oils 2/","Canada","Million dollars","2009","589.29999999999995"
"Refined vegetable oils 2/","Canada","Million dollars","2008","876.5"
"Refined vegetable oils 2/","Canada","Million dollars","2007","451.2"
"Refined vegetable oils 2/","Canada","Million dollars","2006","301.7"
"Refined vegetable oils 2/","Canada","Million dollars","2005","259.5"
"Refined vegetable oils 2/","Canada","Million dollars","2004","301.60000000000002"
"Refined vegetable oils 2/","Canada","Million dollars","2003","222.9"
"Refined vegetable oils 2/","Canada","Million dollars","2002","182.4"
"Refined vegetable oils 2/","Canada","Million dollars","2001","158.19999999999999"
"Refined vegetable oils 2/","Canada","Million dollars","2000","158.19999999999999"
"Refined vegetable oils 2/","Canada","Million dollars","1999","196"
"Refined vegetable oils 2/","Indonesia","Million dollars","2023","2103"
"Refined vegetable oils 2/","Indonesia","Million dollars","2022","2859"
"Refined vegetable oils 2/","Indonesia","Million dollars","2021","1953.6"
"Refined vegetable oils 2/","Indonesia","Million dollars","2020","912.6"
"Refined vegetable oils 2/","Indonesia","Million dollars","2019","842.8"
"Refined vegetable oils 2/","Indonesia","Million dollars","2018","1000.5"
"Refined vegetable oils 2/","Indonesia","Million dollars","2017","1162.5999999999999"
"Refined vegetable oils 2/","Indonesia","Million dollars","2016","779.7"
"Refined vegetable oils 2/","Indonesia","Million dollars","2015","555.70000000000005"
"Refined vegetable oils 2/","Indonesia","Million dollars","2014","544.20000000000005"
"Refined vegetable oils 2/","Indonesia","Million dollars","2013","367.7"
"Refined vegetable oils 2/","Indonesia","Million dollars","2012","98.4"
"Refined vegetable oils 2/","Indonesia","Million dollars","2011","151"
"Refined vegetable oils 2/","Indonesia","Million dollars","2010","57.9"
"Refined vegetable oils 2/","Indonesia","Million dollars","2009","81"
"Refined vegetable oils 2/","Indonesia","Million dollars","2008","98.8"
"Refined vegetable oils 2/","Indonesia","Million dollars","2007","55.3"
"Refined vegetable oils 2/","Indonesia","Million dollars","2006","72.400000000000006"
"Refined vegetable oils 2/","Indonesia","Million dollars","2005","49.2"
"Refined vegetable oils 2/","Indonesia","Million dollars","2004","32.9"
"Refined vegetable oils 2/","Indonesia","Million dollars","2003","11.9"
"Refined vegetable oils 2/","Indonesia","Million dollars","2002","15.2"
"Refined vegetable oils 2/","Indonesia","Million dollars","2001","8.3000000000000007"
"Refined vegetable oils 2/","Indonesia","Million dollars","2000","39.4"
"Refined vegetable oils 2/","Indonesia","Million dollars","1999","44.2"
"Refined vegetable oils 2/","Italy","Million dollars","2023","803"
"Refined vegetable oils 2/","Italy","Million dollars","2022","683.1"
"Refined vegetable oils 2/","Italy","Million dollars","2021","551.79999999999995"
"Refined vegetable oils 2/","Italy","Million dollars","2020","527.9"
"Refined vegetable oils 2/","Italy","Million dollars","2019","496.9"
"Refined vegetable oils 2/","Italy","Million dollars","2018","555.6"
"Refined vegetable oils 2/","Italy","Million dollars","2017","581.5"
"Refined vegetable oils 2/","Italy","Million dollars","2016","563.9"
"Refined vegetable oils 2/","Italy","Million dollars","2015","533.20000000000005"
"Refined vegetable oils 2/","Italy","Million dollars","2014","542.1"
"Refined vegetable oils 2/","Italy","Million dollars","2013","557.70000000000005"
"Refined vegetable oils 2/","Italy","Million dollars","2012","530.5"
"Refined vegetable oils 2/","Italy","Million dollars","2011","520.6"
"Refined vegetable oils 2/","Italy","Million dollars","2010","490.5"
"Refined vegetable oils 2/","Italy","Million dollars","2009","526.9"
"Refined vegetable oils 2/","Italy","Million dollars","2008","629.6"
"Refined vegetable oils 2/","Italy","Million dollars","2007","583.4"
"Refined vegetable oils 2/","Italy","Million dollars","2006","629"
"Refined vegetable oils 2/","Italy","Million dollars","2005","566.9"
"Refined vegetable oils 2/","Italy","Million dollars","2004","484.6"
"Refined vegetable oils 2/","Italy","Million dollars","2003","365.7"
"Refined vegetable oils 2/","Italy","Million dollars","2002","318.3"
"Refined vegetable oils 2/","Italy","Million dollars","2001","275.5"
"Refined vegetable oils 2/","Italy","Million dollars","2000","312.60000000000002"
"Refined vegetable oils 2/","Italy","Million dollars","1999","231"
"Refined vegetable oils 2/","Spain","Million dollars","2023","786.1"
"Refined vegetable oils 2/","Spain","Million dollars","2022","835.3"
"Refined vegetable oils 2/","Spain","Million dollars","2021","487.9"
"Refined vegetable oils 2/","Spain","Million dollars","2020","318.39999999999998"
"Refined vegetable oils 2/","Spain","Million dollars","2019","537.70000000000005"
"Refined vegetable oils 2/","Spain","Million dollars","2018","552.79999999999995"
"Refined vegetable oils 2/","Spain","Million dollars","2017","575.5"
"Refined vegetable oils 2/","Spain","Million dollars","2016","530.4"
"Refined vegetable oils 2/","Spain","Million dollars","2015","339.9"
"Refined vegetable oils 2/","Spain","Million dollars","2014","424.5"
"Refined vegetable oils 2/","Spain","Million dollars","2013","227.6"
"Refined vegetable oils 2/","Spain","Million dollars","2012","226.8"
"Refined vegetable oils 2/","Spain","Million dollars","2011","196"
"Refined vegetable oils 2/","Spain","Million dollars","2010","208.1"
"Refined vegetable oils 2/","Spain","Million dollars","2009","166.7"
"Refined vegetable oils 2/","Spain","Million dollars","2008","197.8"
"Refined vegetable oils 2/","Spain","Million dollars","2007","168.2"
"Refined vegetable oils 2/","Spain","Million dollars","2006","178.5"
"Refined vegetable oils 2/","Spain","Million dollars","2005","151"
"Refined vegetable oils 2/","Spain","Million dollars","2004","126.2"
"Refined vegetable oils 2/","Spain","Million dollars","2003","96.4"
"Refined vegetable oils 2/","Spain","Million dollars","2002","84.7"
"Refined vegetable oils 2/","Spain","Million dollars","2001","56"
"Refined vegetable oils 2/","Spain","Million dollars","2000","63.7"
"Refined vegetable oils 2/","Spain","Million dollars","1999","56.7"
"Refined vegetable oils 2/","Mexico","Million dollars","2023","340.6"
"Refined vegetable oils 2/","Mexico","Million dollars","2022","287.3"
"Refined vegetable oils 2/","Mexico","Million dollars","2021","209.2"
"Refined vegetable oils 2/","Mexico","Million dollars","2020","205.7"
"Refined vegetable oils 2/","Mexico","Million dollars","2019","145.9"
"Refined vegetable oils 2/","Mexico","Million dollars","2018","136.4"
"Refined vegetable oils 2/","Mexico","Million dollars","2017","103.9"
"Refined vegetable oils 2/","Mexico","Million dollars","2016","97"
"Refined vegetable oils 2/","Mexico","Million dollars","2015","66.7"
"Refined vegetable oils 2/","Mexico","Million dollars","2014","59.5"
"Refined vegetable oils 2/","Mexico","Million dollars","2013","61"
"Refined vegetable oils 2/","Mexico","Million dollars","2012","58.1"
"Refined vegetable oils 2/","Mexico","Million dollars","2011","49.3"
"Refined vegetable oils 2/","Mexico","Million dollars","2010","23.3"
"Refined vegetable oils 2/","Mexico","Million dollars","2009","20.7"
"Refined vegetable oils 2/","Mexico","Million dollars","2008","40.700000000000003"
"Refined vegetable oils 2/","Mexico","Million dollars","2007","31.7"
"Refined vegetable oils 2/","Mexico","Million dollars","2006","26.1"
"Refined vegetable oils 2/","Mexico","Million dollars","2005","21.3"
"Refined vegetable oils 2/","Mexico","Million dollars","2004","18.8"
"Refined vegetable oils 2/","Mexico","Million dollars","2003","12.7"
"Refined vegetable oils 2/","Mexico","Million dollars","2002","8.6999999999999993"
"Refined vegetable oils 2/","Mexico","Million dollars","2001","8.6"
"Refined vegetable oils 2/","Mexico","Million dollars","2000","7.3"
"Refined vegetable oils 2/","Mexico","Million dollars","1999","5.9"
"Refined vegetable oils 2/","Turkey","Million dollars","2023","278"
"Refined vegetable oils 2/","Turkey","Million dollars","2022","117.7"
"Refined vegetable oils 2/","Turkey","Million dollars","2021","84.5"
"Refined vegetable oils 2/","Turkey","Million dollars","2020","56.6"
"Refined vegetable oils 2/","Turkey","Million dollars","2019","54.8"
"Refined vegetable oils 2/","Turkey","Million dollars","2018","109"
"Refined vegetable oils 2/","Turkey","Million dollars","2017","69.3"
"Refined vegetable oils 2/","Turkey","Million dollars","2016","23.1"
"Refined vegetable oils 2/","Turkey","Million dollars","2015","18"
"Refined vegetable oils 2/","Turkey","Million dollars","2014","16.399999999999999"
"Refined vegetable oils 2/","Turkey","Million dollars","2013","98.6"
"Refined vegetable oils 2/","Turkey","Million dollars","2012","14.6"
"Refined vegetable oils 2/","Turkey","Million dollars","2011","5.7"
"Refined vegetable oils 2/","Turkey","Million dollars","2010","21.5"
"Refined vegetable oils 2/","Turkey","Million dollars","2009","23.9"
"Refined vegetable oils 2/","Turkey","Million dollars","2008","14.5"
"Refined vegetable oils 2/","Turkey","Million dollars","2007","42.1"
"Refined vegetable oils 2/","Turkey","Million dollars","2006","41.7"
"Refined vegetable oils 2/","Turkey","Million dollars","2005","55.7"
"Refined vegetable oils 2/","Turkey","Million dollars","2004","27.9"
"Refined vegetable oils 2/","Turkey","Million dollars","2003","35.200000000000003"
"Refined vegetable oils 2/","Turkey","Million dollars","2002","12.1"
"Refined vegetable oils 2/","Turkey","Million dollars","2001","22.2"
"Refined vegetable oils 2/","Turkey","Million dollars","2000","13"
"Refined vegetable oils 2/","Turkey","Million dollars","1999","27.9"
"Refined vegetable oils 2/","Rest of world","Million dollars","2023","1589.8"
"Refined vegetable oils 2/","Rest of world","Million dollars","2022","1827.1"
"Refined vegetable oils 2/","Rest of world","Million dollars","2021","1644.4"
"Refined vegetable oils 2/","Rest of world","Million dollars","2020","1643.3"
"Refined vegetable oils 2/","Rest of world","Million dollars","2019","1304.0999999999999"
"Refined vegetable oils 2/","Rest of world","Million dollars","2018","1565"
"Refined vegetable oils 2/","Rest of world","Million dollars","2017","1433.8"
"Refined vegetable oils 2/","Rest of world","Million dollars","2016","1424.6"
"Refined vegetable oils 2/","Rest of world","Million dollars","2015","1618.5"
"Refined vegetable oils 2/","Rest of world","Million dollars","2014","1585.9"
"Refined vegetable oils 2/","Rest of world","Million dollars","2013","1783.2"
"Refined vegetable oils 2/","Rest of world","Million dollars","2012","2074.8000000000002"
"Refined vegetable oils 2/","Rest of world","Million dollars","2011","2373.9"
"Refined vegetable oils 2/","Rest of world","Million dollars","2010","1550.9"
"Refined vegetable oils 2/","Rest of world","Million dollars","2009","1236.5"
"Refined vegetable oils 2/","Rest of world","Million dollars","2008","1727.1"
"Refined vegetable oils 2/","Rest of world","Million dollars","2007","1054.3"
"Refined vegetable oils 2/","Rest of world","Million dollars","2006","764"
"Refined vegetable oils 2/","Rest of world","Million dollars","2005","598.6"
"Refined vegetable oils 2/","Rest of world","Million dollars","2004","496"
"Refined vegetable oils 2/","Rest of world","Million dollars","2003","341.6"
"Refined vegetable oils 2/","Rest of world","Million dollars","2002","258.7"
"Refined vegetable oils 2/","Rest of world","Million dollars","2001","221.4"
"Refined vegetable oils 2/","Rest of world","Million dollars","2000","256.2"
"Refined vegetable oils 2/","Rest of world","Million dollars","1999","290.3"
"Refined vegetable oils 2/","World","Million dollars","2023","9668.2000000000007"
"Refined vegetable oils 2/","World","Million dollars","2022","9908.5"
"Refined vegetable oils 2/","World","Million dollars","2021","7513.3"
"Refined vegetable oils 2/","World","Million dollars","2020","5169"
"Refined vegetable oils 2/","World","Million dollars","2019","4905"
"Refined vegetable oils 2/","World","Million dollars","2018","5396.9"
"Refined vegetable oils 2/","World","Million dollars","2017","5452.8"
"Refined vegetable oils 2/","World","Million dollars","2016","4767.6000000000004"
"Refined vegetable oils 2/","World","Million dollars","2015","4305"
"Refined vegetable oils 2/","World","Million dollars","2014","4335.1000000000004"
"Refined vegetable oils 2/","World","Million dollars","2013","4392.5"
"Refined vegetable oils 2/","World","Million dollars","2012","4425.7"
"Refined vegetable oils 2/","World","Million dollars","2011","4624.3"
"Refined vegetable oils 2/","World","Million dollars","2010","3066.5"
"Refined vegetable oils 2/","World","Million dollars","2009","2645"
"Refined vegetable oils 2/","World","Million dollars","2008","3585"
"Refined vegetable oils 2/","World","Million dollars","2007","2386.1999999999998"
"Refined vegetable oils 2/","World","Million dollars","2006","2013.4"
"Refined vegetable oils 2/","World","Million dollars","2005","1702.2"
"Refined vegetable oils 2/","World","Million dollars","2004","1488"
"Refined vegetable oils 2/","World","Million dollars","2003","1086.4000000000001"
"Refined vegetable oils 2/","World","Million dollars","2002","880.1"
"Refined vegetable oils 2/","World","Million dollars","2001","750.2"
"Refined vegetable oils 2/","World","Million dollars","2000","850.4"
"Refined vegetable oils 2/","World","Million dollars","1999","852"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2023","5313.6"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2022","4813.8999999999996"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2021","4695.7"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2020","4322.8"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2019","4424.8999999999996"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2018","4266.2"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2017","4140.8"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2016","3930.4"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2015","3487.8"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2014","3245.3"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2013","3317.1"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2012","3032.9"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2011","2990.1"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2010","2535.6999999999998"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2009","2366"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2008","2357"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2007","1980.6"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2006","1773.9"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2005","1466.2"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2004","1288.9000000000001"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2003","1100.8"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2002","1144.3"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2001","1041.5"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","2000","1012.5"
"Refined vegetable oils 2/","World (quantity)","1,000 metric tons","1999","943"
"Olive oil","Italy","Million dollars","2023","706.7"
"Olive oil","Italy","Million dollars","2022","609.6"
"Olive oil","Italy","Million dollars","2021","511.3"
"Olive oil","Italy","Million dollars","2020","505.2"
"Olive oil","Italy","Million dollars","2019","478.9"
"Olive oil","Italy","Million dollars","2018","537.29999999999995"
"Olive oil","Italy","Million dollars","2017","561.79999999999995"
"Olive oil","Italy","Million dollars","2016","547.6"
"Olive oil","Italy","Million dollars","2015","510.9"
"Olive oil","Italy","Million dollars","2014","522.29999999999995"
"Olive oil","Italy","Million dollars","2013","540"
"Olive oil","Italy","Million dollars","2012","514.1"
"Olive oil","Italy","Million dollars","2011","504.1"
"Olive oil","Italy","Million dollars","2010","478.1"
"Olive oil","Italy","Million dollars","2009","517.29999999999995"
"Olive oil","Italy","Million dollars","2008","618.9"
"Olive oil","Italy","Million dollars","2007","575.4"
"Olive oil","Italy","Million dollars","2006","618.6"
"Olive oil","Italy","Million dollars","2005","561"
"Olive oil","Italy","Million dollars","2004","480.3"
"Olive oil","Italy","Million dollars","2003","361.7"
"Olive oil","Italy","Million dollars","2002","315.8"
"Olive oil","Italy","Million dollars","2001","273.60000000000002"
"Olive oil","Italy","Million dollars","2000","310.5"
"Olive oil","Italy","Million dollars","1999","229.9"
"Olive oil","Spain","Million dollars","2023","706.1"
"Olive oil","Spain","Million dollars","2022","700.8"
"Olive oil","Spain","Million dollars","2021","379.3"
"Olive oil","Spain","Million dollars","2020","228"
"Olive oil","Spain","Million dollars","2019","476.8"
"Olive oil","Spain","Million dollars","2018","500.3"
"Olive oil","Spain","Million dollars","2017","547.70000000000005"
"Olive oil","Spain","Million dollars","2016","511.5"
"Olive oil","Spain","Million dollars","2015","323.39999999999998"
"Olive oil","Spain","Million dollars","2014","412.3"
"Olive oil","Spain","Million dollars","2013","216.8"
"Olive oil","Spain","Million dollars","2012","220.5"
"Olive oil","Spain","Million dollars","2011","191"
"Olive oil","Spain","Million dollars","2010","205.1"
"Olive oil","Spain","Million dollars","2009","164"
"Olive oil","Spain","Million dollars","2008","192.1"
"Olive oil","Spain","Million dollars","2007","163.9"
"Olive oil","Spain","Million dollars","2006","175.3"
"Olive oil","Spain","Million dollars","2005","148.69999999999999"
"Olive oil","Spain","Million dollars","2004","124"
"Olive oil","Spain","Million dollars","2003","95.1"
"Olive oil","Spain","Million dollars","2002","83.6"
"Olive oil","Spain","Million dollars","2001","54.7"
"Olive oil","Spain","Million dollars","2000","63.2"
"Olive oil","Spain","Million dollars","1999","56"
"Olive oil","Tunisia","Million dollars","2023","215.8"
"Olive oil","Tunisia","Million dollars","2022","193.9"
"Olive oil","Tunisia","Million dollars","2021","225.5"
"Olive oil","Tunisia","Million dollars","2020","270.7"
"Olive oil","Tunisia","Million dollars","2019","97"
"Olive oil","Tunisia","Million dollars","2018","180.3"
"Olive oil","Tunisia","Million dollars","2017","61.8"
"Olive oil","Tunisia","Million dollars","2016","76.2"
"Olive oil","Tunisia","Million dollars","2015","185.2"
"Olive oil","Tunisia","Million dollars","2014","48.4"
"Olive oil","Tunisia","Million dollars","2013","106.5"
"Olive oil","Tunisia","Million dollars","2012","100.7"
"Olive oil","Tunisia","Million dollars","2011","73.599999999999994"
"Olive oil","Tunisia","Million dollars","2010","80"
"Olive oil","Tunisia","Million dollars","2009","97.1"
"Olive oil","Tunisia","Million dollars","2008","96.9"
"Olive oil","Tunisia","Million dollars","2007","65.7"
"Olive oil","Tunisia","Million dollars","2006","56.1"
"Olive oil","Tunisia","Million dollars","2005","20.399999999999999"
"Olive oil","Tunisia","Million dollars","2004","39.299999999999997"
"Olive oil","Tunisia","Million dollars","2003","4.0999999999999996"
"Olive oil","Tunisia","Million dollars","2002","2.9"
"Olive oil","Tunisia","Million dollars","2001","8.9"
"Olive oil","Tunisia","Million dollars","2000","9.5"
"Olive oil","Tunisia","Million dollars","1999","4.0999999999999996"
"Olive oil","Turkey","Million dollars","2023","212.7"
"Olive oil","Turkey","Million dollars","2022","76.2"
"Olive oil","Turkey","Million dollars","2021","50.3"
"Olive oil","Turkey","Million dollars","2020","38.700000000000003"
"Olive oil","Turkey","Million dollars","2019","45.8"
"Olive oil","Turkey","Million dollars","2018","102.3"
"Olive oil","Turkey","Million dollars","2017","63.2"
"Olive oil","Turkey","Million dollars","2016","19.8"
"Olive oil","Turkey","Million dollars","2015","14.4"
"Olive oil","Turkey","Million dollars","2014","14.1"
"Olive oil","Turkey","Million dollars","2013","97"
"Olive oil","Turkey","Million dollars","2012","13.2"
"Olive oil","Turkey","Million dollars","2011","4.4000000000000004"
"Olive oil","Turkey","Million dollars","2010","19.100000000000001"
"Olive oil","Turkey","Million dollars","2009","23"
"Olive oil","Turkey","Million dollars","2008","13.3"
"Olive oil","Turkey","Million dollars","2007","41.8"
"Olive oil","Turkey","Million dollars","2006","41.4"
"Olive oil","Turkey","Million dollars","2005","55.6"
"Olive oil","Turkey","Million dollars","2004","27.7"
"Olive oil","Turkey","Million dollars","2003","28.5"
"Olive oil","Turkey","Million dollars","2002","12"
"Olive oil","Turkey","Million dollars","2001","22"
"Olive oil","Turkey","Million dollars","2000","11"
"Olive oil","Turkey","Million dollars","1999","27.6"
"Olive oil","Greece","Million dollars","2023","100.9"
"Olive oil","Greece","Million dollars","2022","58.7"
"Olive oil","Greece","Million dollars","2021","49.8"
"Olive oil","Greece","Million dollars","2020","41.9"
"Olive oil","Greece","Million dollars","2019","43"
"Olive oil","Greece","Million dollars","2018","50.4"
"Olive oil","Greece","Million dollars","2017","43.4"
"Olive oil","Greece","Million dollars","2016","38.700000000000003"
"Olive oil","Greece","Million dollars","2015","36.299999999999997"
"Olive oil","Greece","Million dollars","2014","23.8"
"Olive oil","Greece","Million dollars","2013","29.7"
"Olive oil","Greece","Million dollars","2012","18.5"
"Olive oil","Greece","Million dollars","2011","17.600000000000001"
"Olive oil","Greece","Million dollars","2010","17.5"
"Olive oil","Greece","Million dollars","2009","19"
"Olive oil","Greece","Million dollars","2008","19.3"
"Olive oil","Greece","Million dollars","2007","24.6"
"Olive oil","Greece","Million dollars","2006","20.5"
"Olive oil","Greece","Million dollars","2005","15.1"
"Olive oil","Greece","Million dollars","2004","12.5"
"Olive oil","Greece","Million dollars","2003","12.3"
"Olive oil","Greece","Million dollars","2002","10.8"
"Olive oil","Greece","Million dollars","2001","9.6"
"Olive oil","Greece","Million dollars","2000","10.199999999999999"
"Olive oil","Greece","Million dollars","1999","8.5"
"Olive oil","Rest of world","Million dollars","2023","229.8"
"Olive oil","Rest of world","Million dollars","2022","157.6"
"Olive oil","Rest of world","Million dollars","2021","216.7"
"Olive oil","Rest of world","Million dollars","2020","226.4"
"Olive oil","Rest of world","Million dollars","2019","122"
"Olive oil","Rest of world","Million dollars","2018","106.2"
"Olive oil","Rest of world","Million dollars","2017","136.80000000000001"
"Olive oil","Rest of world","Million dollars","2016","97.400000000000105"
"Olive oil","Rest of world","Million dollars","2015","116.5"
"Olive oil","Rest of world","Million dollars","2014","62.800000000000097"
"Olive oil","Rest of world","Million dollars","2013","88.599999999999895"
"Olive oil","Rest of world","Million dollars","2012","65.2"
"Olive oil","Rest of world","Million dollars","2011","128.80000000000001"
"Olive oil","Rest of world","Million dollars","2010","64.099999999999895"
"Olive oil","Rest of world","Million dollars","2009","57.6"
"Olive oil","Rest of world","Million dollars","2008","65.7"
"Olive oil","Rest of world","Million dollars","2007","68.300000000000097"
"Olive oil","Rest of world","Million dollars","2006","68.899999999999906"
"Olive oil","Rest of world","Million dollars","2005","57.900000000000098"
"Olive oil","Rest of world","Million dollars","2004","34.300000000000097"
"Olive oil","Rest of world","Million dollars","2003","18.100000000000001"
"Olive oil","Rest of world","Million dollars","2002","11.4"
"Olive oil","Rest of world","Million dollars","2001","7"
"Olive oil","Rest of world","Million dollars","2000","8.9000000000000306"
"Olive oil","Rest of world","Million dollars","1999","10.8"
"Olive oil","World","Million dollars","2023","2172"
"Olive oil","World","Million dollars","2022","1796.8"
"Olive oil","World","Million dollars","2021","1432.9"
"Olive oil","World","Million dollars","2020","1310.9"
"Olive oil","World","Million dollars","2019","1263.5"
"Olive oil","World","Million dollars","2018","1476.8"
"Olive oil","World","Million dollars","2017","1414.7"
"Olive oil","World","Million dollars","2016","1291.2"
"Olive oil","World","Million dollars","2015","1186.7"
"Olive oil","World","Million dollars","2014","1083.7"
"Olive oil","World","Million dollars","2013","1078.5999999999999"
"Olive oil","World","Million dollars","2012","932.2"
"Olive oil","World","Million dollars","2011","919.5"
"Olive oil","World","Million dollars","2010","863.9"
"Olive oil","World","Million dollars","2009","878"
"Olive oil","World","Million dollars","2008","1006.2"
"Olive oil","World","Million dollars","2007","939.7"
"Olive oil","World","Million dollars","2006","980.8"
"Olive oil","World","Million dollars","2005","858.7"
"Olive oil","World","Million dollars","2004","718.1"
"Olive oil","World","Million dollars","2003","519.79999999999995"
"Olive oil","World","Million dollars","2002","436.5"
"Olive oil","World","Million dollars","2001","375.8"
"Olive oil","World","Million dollars","2000","413.3"
"Olive oil","World","Million dollars","1999","336.9"
"Olive oil","World (quantity)","1,000 metric tons","2023","359.5"
"Olive oil","World (quantity)","1,000 metric tons","2022","421.7"
"Olive oil","World (quantity)","1,000 metric tons","2021","365.3"
"Olive oil","World (quantity)","1,000 metric tons","2020","402.6"
"Olive oil","World (quantity)","1,000 metric tons","2019","339.2"
"Olive oil","World (quantity)","1,000 metric tons","2018","327.9"
"Olive oil","World (quantity)","1,000 metric tons","2017","305.2"
"Olive oil","World (quantity)","1,000 metric tons","2016","316.3"
"Olive oil","World (quantity)","1,000 metric tons","2015","298.5"
"Olive oil","World (quantity)","1,000 metric tons","2014","296.5"
"Olive oil","World (quantity)","1,000 metric tons","2013","279.60000000000002"
"Olive oil","World (quantity)","1,000 metric tons","2012","305.5"
"Olive oil","World (quantity)","1,000 metric tons","2011","274.89999999999998"
"Olive oil","World (quantity)","1,000 metric tons","2010","260.39999999999998"
"Olive oil","World (quantity)","1,000 metric tons","2009","257.89999999999998"
"Olive oil","World (quantity)","1,000 metric tons","2008","243.6"
"Olive oil","World (quantity)","1,000 metric tons","2007","253.4"
"Olive oil","World (quantity)","1,000 metric tons","2006","231.7"
"Olive oil","World (quantity)","1,000 metric tons","2005","248"
"Olive oil","World (quantity)","1,000 metric tons","2004","237.1"
"Olive oil","World (quantity)","1,000 metric tons","2003","206.6"
"Olive oil","World (quantity)","1,000 metric tons","2002","215.1"
"Olive oil","World (quantity)","1,000 metric tons","2001","205.4"
