"category","country","unit","year","value"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2001","18.5"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2000","12.9"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","1999","10"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2023","72.8"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2022","67.8"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2021","60.4"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2020","23"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2019","1.9"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2018","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2017","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2016","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2015","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2014","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2013","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2012","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2011","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2010","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2009","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2008","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2007","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2006","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2005","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2004","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2003","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2002","0"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2001","4.0999999999999996"
"Fresh or chilled red meats 2/","Argentina","Million dollars","2000","15"
"Fresh or chilled red meats 2/","Argentina","Million dollars","1999","13.3"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2023","129.69999999999999"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2022","132.5"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2021","153.1"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2020","91.400000000000503"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2019","72.299999999999301"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2018","65.699999999999804"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2017","62"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2016","54.400000000000098"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2015","71"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2014","47.800000000000203"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2013","33.900000000000098"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2012","25.5"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2011","23.500000000000501"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2010","22.7"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2009","24.7"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2008","26.3000000000002"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2007","47.399999999999899"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2006","38.700000000000003"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2005","67.099999999999895"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2004","50.7"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2003","26.100000000000101"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2002","9.89999999999986"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2001","17.100000000000101"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","2000","27.5"
"Fresh or chilled red meats 2/","Rest of world","Million dollars","1999","29"
"Fresh or chilled red meats 2/","World","Million dollars","2023","6210.9"
"Fresh or chilled red meats 2/","World","Million dollars","2022","5948.1"
"Fresh or chilled red meats 2/","World","Million dollars","2021","5914.8"
"Fresh or chilled red meats 2/","World","Million dollars","2020","4391.1000000000004"
"Fresh or chilled red meats 2/","World","Million dollars","2019","4060.7"
"Fresh or chilled red meats 2/","World","Million dollars","2018","3719.7"
"Fresh or chilled red meats 2/","World","Million dollars","2017","3584.5"
"Fresh or chilled red meats 2/","World","Million dollars","2016","3560.9"
"Fresh or chilled red meats 2/","World","Million dollars","2015","3785.5"
"Fresh or chilled red meats 2/","World","Million dollars","2014","3427.9"
"Fresh or chilled red meats 2/","World","Million dollars","2013","2436.3000000000002"
"Fresh or chilled red meats 2/","World","Million dollars","2012","2240.8000000000002"
"Fresh or chilled red meats 2/","World","Million dollars","2011","2121.3000000000002"
"Fresh or chilled red meats 2/","World","Million dollars","2010","1957.1"
"Fresh or chilled red meats 2/","World","Million dollars","2009","1545.4"
"Fresh or chilled red meats 2/","World","Million dollars","2008","1668.9"
"Fresh or chilled red meats 2/","World","Million dollars","2007","1825.2"
"Fresh or chilled red meats 2/","World","Million dollars","2006","1851.2"
"Fresh or chilled red meats 2/","World","Million dollars","2005","2142"
"Fresh or chilled red meats 2/","World","Million dollars","2004","2092.5"
"Fresh or chilled red meats 2/","World","Million dollars","2003","1645.7"
"Fresh or chilled red meats 2/","World","Million dollars","2002","1740.6"
"Fresh or chilled red meats 2/","World","Million dollars","2001","1761.7"
"Fresh or chilled red meats 2/","World","Million dollars","2000","1513.7"
"Fresh or chilled red meats 2/","World","Million dollars","1999","1329.8"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2023","906.3"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2022","931.8"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2021","882.4"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2020","786.7"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2019","754.8"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2018","730.1"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2017","778.7"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2016","769.5"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2015","754"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2014","669.2"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2013","566.5"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2012","523.6"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2011","538.6"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2010","594.6"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2009","561.9"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2008","533.79999999999995"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2007","591.4"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2006","596.70000000000005"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2005","688.7"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2004","671.3"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2003","600.79999999999995"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2002","703"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2001","639.79999999999995"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","2000","590.6"
"Fresh or chilled red meats 2/","World (quantity)","1,000 metric tons","1999","547.6"
"Frozen red meats and parts","Australia","Million dollars","2023","1029.8"
"Frozen red meats and parts","Australia","Million dollars","2022","763.2"
"Frozen red meats and parts","Australia","Million dollars","2021","650.70000000000005"
"Frozen red meats and parts","Australia","Million dollars","2020","964"
"Frozen red meats and parts","Australia","Million dollars","2019","981.7"
"Frozen red meats and parts","Australia","Million dollars","2018","860.6"
"Frozen red meats and parts","Australia","Million dollars","2017","880.4"
"Frozen red meats and parts","Australia","Million dollars","2016","964.6"
"Frozen red meats and parts","Australia","Million dollars","2015","1818.7"
"Frozen red meats and parts","Australia","Million dollars","2014","1596.1"
"Frozen red meats and parts","Australia","Million dollars","2013","824.2"
"Frozen red meats and parts","Australia","Million dollars","2012","875.5"
"Frozen red meats and parts","Australia","Million dollars","2011","576.4"
"Frozen red meats and parts","Australia","Million dollars","2010","612.20000000000005"
"Frozen red meats and parts","Australia","Million dollars","2009","669"
"Frozen red meats and parts","Australia","Million dollars","2008","714.2"
"Frozen red meats and parts","Australia","Million dollars","2007","803.7"
"Frozen red meats and parts","Australia","Million dollars","2006","770.1"
"Frozen red meats and parts","Australia","Million dollars","2005","812"
"Frozen red meats and parts","Australia","Million dollars","2004","973.9"
"Frozen red meats and parts","Australia","Million dollars","2003","765.6"
"Frozen red meats and parts","Australia","Million dollars","2002","792.3"
"Frozen red meats and parts","Australia","Million dollars","2001","779.3"
"Frozen red meats and parts","Australia","Million dollars","2000","657.4"
"Frozen red meats and parts","Australia","Million dollars","1999","493.5"
"Frozen red meats and parts","New Zealand","Million dollars","2023","937.6"
"Frozen red meats and parts","New Zealand","Million dollars","2022","809.8"
"Frozen red meats and parts","New Zealand","Million dollars","2021","906.1"
"Frozen red meats and parts","New Zealand","Million dollars","2020","871.3"
"Frozen red meats and parts","New Zealand","Million dollars","2019","630.29999999999995"
"Frozen red meats and parts","New Zealand","Million dollars","2018","882.8"
"Frozen red meats and parts","New Zealand","Million dollars","2017","858.4"
"Frozen red meats and parts","New Zealand","Million dollars","2016","890"
"Frozen red meats and parts","New Zealand","Million dollars","2015","1165.7"
"Frozen red meats and parts","New Zealand","Million dollars","2014","964.5"
"Frozen red meats and parts","New Zealand","Million dollars","2013","779.7"
"Frozen red meats and parts","New Zealand","Million dollars","2012","737.2"
"Frozen red meats and parts","New Zealand","Million dollars","2011","650.5"
"Frozen red meats and parts","New Zealand","Million dollars","2010","536.5"
"Frozen red meats and parts","New Zealand","Million dollars","2009","469.7"
"Frozen red meats and parts","New Zealand","Million dollars","2008","580.29999999999995"
"Frozen red meats and parts","New Zealand","Million dollars","2007","501.6"
"Frozen red meats and parts","New Zealand","Million dollars","2006","535.5"
"Frozen red meats and parts","New Zealand","Million dollars","2005","578"
"Frozen red meats and parts","New Zealand","Million dollars","2004","577.29999999999995"
"Frozen red meats and parts","New Zealand","Million dollars","2003","460"
"Frozen red meats and parts","New Zealand","Million dollars","2002","453.5"
"Frozen red meats and parts","New Zealand","Million dollars","2001","467.7"
"Frozen red meats and parts","New Zealand","Million dollars","2000","421.6"
"Frozen red meats and parts","New Zealand","Million dollars","1999","329.5"
"Frozen red meats and parts","Brazil","Million dollars","2023","471.2"
"Frozen red meats and parts","Brazil","Million dollars","2022","549.6"
"Frozen red meats and parts","Brazil","Million dollars","2021","352"
"Frozen red meats and parts","Brazil","Million dollars","2020","124.8"
"Frozen red meats and parts","Brazil","Million dollars","2019","26.9"
"Frozen red meats and parts","Brazil","Million dollars","2018","23.1"
"Frozen red meats and parts","Brazil","Million dollars","2017","55.8"
"Frozen red meats and parts","Brazil","Million dollars","2016","10"
"Frozen red meats and parts","Brazil","Million dollars","2015","0.6"
"Frozen red meats and parts","Brazil","Million dollars","2014","0.1"
"Frozen red meats and parts","Brazil","Million dollars","2013","0"
"Frozen red meats and parts","Brazil","Million dollars","2012","0"
"Frozen red meats and parts","Brazil","Million dollars","2011","0"
"Frozen red meats and parts","Brazil","Million dollars","2010","0"
"Frozen red meats and parts","Brazil","Million dollars","2009","0"
"Frozen red meats and parts","Brazil","Million dollars","2008","0"
"Frozen red meats and parts","Brazil","Million dollars","2007","0"
"Frozen red meats and parts","Brazil","Million dollars","2006","0"
"Frozen red meats and parts","Brazil","Million dollars","2005","0"
"Frozen red meats and parts","Brazil","Million dollars","2004","0"
"Frozen red meats and parts","Brazil","Million dollars","2003","0"
"Frozen red meats and parts","Brazil","Million dollars","2002","0"
"Frozen red meats and parts","Brazil","Million dollars","2001","0"
"Frozen red meats and parts","Brazil","Million dollars","2000","0"
"Frozen red meats and parts","Brazil","Million dollars","1999","0"
"Frozen red meats and parts","Canada","Million dollars","2023","361.2"
"Frozen red meats and parts","Canada","Million dollars","2022","417.8"
"Frozen red meats and parts","Canada","Million dollars","2021","402.4"
"Frozen red meats and parts","Canada","Million dollars","2020","233.9"
"Frozen red meats and parts","Canada","Million dollars","2019","240.6"
"Frozen red meats and parts","Canada","Million dollars","2018","229.8"
"Frozen red meats and parts","Canada","Million dollars","2017","231.1"
"Frozen red meats and parts","Canada","Million dollars","2016","219"
"Frozen red meats and parts","Canada","Million dollars","2015","249.6"
"Frozen red meats and parts","Canada","Million dollars","2014","276.3"
"Frozen red meats and parts","Canada","Million dollars","2013","206.1"
"Frozen red meats and parts","Canada","Million dollars","2012","218"
"Frozen red meats and parts","Canada","Million dollars","2011","209.3"
"Frozen red meats and parts","Canada","Million dollars","2010","204.5"
"Frozen red meats and parts","Canada","Million dollars","2009","164.1"
"Frozen red meats and parts","Canada","Million dollars","2008","206.4"
"Frozen red meats and parts","Canada","Million dollars","2007","146.69999999999999"
"Frozen red meats and parts","Canada","Million dollars","2006","163.69999999999999"
"Frozen red meats and parts","Canada","Million dollars","2005","186.3"
"Frozen red meats and parts","Canada","Million dollars","2004","191"
"Frozen red meats and parts","Canada","Million dollars","2003","154.6"
"Frozen red meats and parts","Canada","Million dollars","2002","170.9"
"Frozen red meats and parts","Canada","Million dollars","2001","179.6"
"Frozen red meats and parts","Canada","Million dollars","2000","152.69999999999999"
"Frozen red meats and parts","Canada","Million dollars","1999","117.5"
"Frozen red meats and parts","Mexico","Million dollars","2023","343.7"
"Frozen red meats and parts","Mexico","Million dollars","2022","367.3"
"Frozen red meats and parts","Mexico","Million dollars","2021","289.89999999999998"
"Frozen red meats and parts","Mexico","Million dollars","2020","235.5"
"Frozen red meats and parts","Mexico","Million dollars","2019","179.8"
"Frozen red meats and parts","Mexico","Million dollars","2018","159.30000000000001"
"Frozen red meats and parts","Mexico","Million dollars","2017","137.9"
"Frozen red meats and parts","Mexico","Million dollars","2016","127.9"
"Frozen red meats and parts","Mexico","Million dollars","2015","136.5"
"Frozen red meats and parts","Mexico","Million dollars","2014","83.4"
"Frozen red meats and parts","Mexico","Million dollars","2013","65.099999999999994"
"Frozen red meats and parts","Mexico","Million dollars","2012","46.1"
"Frozen red meats and parts","Mexico","Million dollars","2011","30.7"
"Frozen red meats and parts","Mexico","Million dollars","2010","18.5"
"Frozen red meats and parts","Mexico","Million dollars","2009","17.100000000000001"
"Frozen red meats and parts","Mexico","Million dollars","2008","11.3"
"Frozen red meats and parts","Mexico","Million dollars","2007","13.9"
"Frozen red meats and parts","Mexico","Million dollars","2006","9.5"
"Frozen red meats and parts","Mexico","Million dollars","2005","9.8000000000000007"
"Frozen red meats and parts","Mexico","Million dollars","2004","5.7"
"Frozen red meats and parts","Mexico","Million dollars","2003","4"
"Frozen red meats and parts","Mexico","Million dollars","2002","3.6"
"Frozen red meats and parts","Mexico","Million dollars","2001","3.6"
"Frozen red meats and parts","Mexico","Million dollars","2000","4"
"Frozen red meats and parts","Mexico","Million dollars","1999","4"
"Frozen red meats and parts","Uruguay","Million dollars","2023","280.7"
"Frozen red meats and parts","Uruguay","Million dollars","2022","262.89999999999998"
"Frozen red meats and parts","Uruguay","Million dollars","2021","222.9"
"Frozen red meats and parts","Uruguay","Million dollars","2020","237.6"
"Frozen red meats and parts","Uruguay","Million dollars","2019","190.4"
"Frozen red meats and parts","Uruguay","Million dollars","2018","172.3"
"Frozen red meats and parts","Uruguay","Million dollars","2017","170.4"
"Frozen red meats and parts","Uruguay","Million dollars","2016","175"
"Frozen red meats and parts","Uruguay","Million dollars","2015","216.7"
"Frozen red meats and parts","Uruguay","Million dollars","2014","148.30000000000001"
"Frozen red meats and parts","Uruguay","Million dollars","2013","125.6"
"Frozen red meats and parts","Uruguay","Million dollars","2012","107.8"
"Frozen red meats and parts","Uruguay","Million dollars","2011","61.7"
"Frozen red meats and parts","Uruguay","Million dollars","2010","60.1"
"Frozen red meats and parts","Uruguay","Million dollars","2009","79.2"
"Frozen red meats and parts","Uruguay","Million dollars","2008","78.5"
"Frozen red meats and parts","Uruguay","Million dollars","2007","254"
"Frozen red meats and parts","Uruguay","Million dollars","2006","218.3"
"Frozen red meats and parts","Uruguay","Million dollars","2005","360.6"
"Frozen red meats and parts","Uruguay","Million dollars","2004","260.89999999999998"
"Frozen red meats and parts","Uruguay","Million dollars","2003","44.4"
"Frozen red meats and parts","Uruguay","Million dollars","2002","0"
"Frozen red meats and parts","Uruguay","Million dollars","2001","22"
"Frozen red meats and parts","Uruguay","Million dollars","2000","33.4"
"Frozen red meats and parts","Uruguay","Million dollars","1999","31.4"
"Frozen red meats and parts","Rest of world","Million dollars","2023","639.20000000000005"
"Frozen red meats and parts","Rest of world","Million dollars","2022","909.2"
"Frozen red meats and parts","Rest of world","Million dollars","2021","875.2"
"Frozen red meats and parts","Rest of world","Million dollars","2020","699.9"
"Frozen red meats and parts","Rest of world","Million dollars","2019","660.6"
"Frozen red meats and parts","Rest of world","Million dollars","2018","713.8"
"Frozen red meats and parts","Rest of world","Million dollars","2017","699.4"
"Frozen red meats and parts","Rest of world","Million dollars","2016","524.4"
"Frozen red meats and parts","Rest of world","Million dollars","2015","506.3"
"Frozen red meats and parts","Rest of world","Million dollars","2014","552"
"Frozen red meats and parts","Rest of world","Million dollars","2013","368.5"
"Frozen red meats and parts","Rest of world","Million dollars","2012","375.8"
"Frozen red meats and parts","Rest of world","Million dollars","2011","360.4"
"Frozen red meats and parts","Rest of world","Million dollars","2010","295.10000000000002"
"Frozen red meats and parts","Rest of world","Million dollars","2009","258.5"
"Frozen red meats and parts","Rest of world","Million dollars","2008","292"
"Frozen red meats and parts","Rest of world","Million dollars","2007","263.60000000000002"
"Frozen red meats and parts","Rest of world","Million dollars","2006","235.2"
"Frozen red meats and parts","Rest of world","Million dollars","2005","254.3"
"Frozen red meats and parts","Rest of world","Million dollars","2004","277.39999999999998"
"Frozen red meats and parts","Rest of world","Million dollars","2003","211.7"
"Frozen red meats and parts","Rest of world","Million dollars","2002","181.1"
"Frozen red meats and parts","Rest of world","Million dollars","2001","191.9"
"Frozen red meats and parts","Rest of world","Million dollars","2000","225.3"
"Frozen red meats and parts","Rest of world","Million dollars","1999","191.6"
"Frozen red meats and parts","World","Million dollars","2023","4063.4"
"Frozen red meats and parts","World","Million dollars","2022","4079.8"
"Frozen red meats and parts","World","Million dollars","2021","3699.2"
"Frozen red meats and parts","World","Million dollars","2020","3367"
"Frozen red meats and parts","World","Million dollars","2019","2910.3"
"Frozen red meats and parts","World","Million dollars","2018","3041.7"
"Frozen red meats and parts","World","Million dollars","2017","3033.4"
"Frozen red meats and parts","World","Million dollars","2016","2910.9"
"Frozen red meats and parts","World","Million dollars","2015","4094.1"
"Frozen red meats and parts","World","Million dollars","2014","3620.7"
"Frozen red meats and parts","World","Million dollars","2013","2369.1999999999998"
"Frozen red meats and parts","World","Million dollars","2012","2360.4"
"Frozen red meats and parts","World","Million dollars","2011","1889"
"Frozen red meats and parts","World","Million dollars","2010","1726.9"
"Frozen red meats and parts","World","Million dollars","2009","1657.6"
"Frozen red meats and parts","World","Million dollars","2008","1882.7"
"Frozen red meats and parts","World","Million dollars","2007","1983.5"
"Frozen red meats and parts","World","Million dollars","2006","1932.3"
"Frozen red meats and parts","World","Million dollars","2005","2201"
"Frozen red meats and parts","World","Million dollars","2004","2286.1999999999998"
"Frozen red meats and parts","World","Million dollars","2003","1640.3"
"Frozen red meats and parts","World","Million dollars","2002","1601.4"
"Frozen red meats and parts","World","Million dollars","2001","1644.1"
"Frozen red meats and parts","World","Million dollars","2000","1494.4"
"Frozen red meats and parts","World","Million dollars","1999","1167.5"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2023","803.2"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2022","760.1"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2021","730.7"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2020","707.2"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2019","661.2"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2018","729.1"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2017","716"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2016","696.4"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2015","841.4"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2014","759.5"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2013","554.79999999999995"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2012","551.29999999999995"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2011","464.3"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2010","510"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2009","586.70000000000005"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2008","564.1"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2007","688.7"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2006","695"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2005","795.2"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2004","851.5"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2003","753.2"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2002","716.6"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2001","743.4"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","2000","737.1"
"Frozen red meats and parts","World (quantity)","1,000 metric tons","1999","654.1"
"Fowl and other meats","Chile","Million dollars","2023","180.9"
"Fowl and other meats","Chile","Million dollars","2022","406.5"
"Fowl and other meats","Chile","Million dollars","2021","249.3"
"Fowl and other meats","Chile","Million dollars","2020","153.19999999999999"
"Fowl and other meats","Chile","Million dollars","2019","125.5"
"Fowl and other meats","Chile","Million dollars","2018","134.4"
"Fowl and other meats","Chile","Million dollars","2017","115.1"
"Fowl and other meats","Chile","Million dollars","2016","139.5"
"Fowl and other meats","Chile","Million dollars","2015","130.69999999999999"
"Fowl and other meats","Chile","Million dollars","2014","80.400000000000006"
"Fowl and other meats","Chile","Million dollars","2013","72"
"Fowl and other meats","Chile","Million dollars","2012","62.1"
"Fowl and other meats","Chile","Million dollars","2011","43.4"
"Fowl and other meats","Chile","Million dollars","2010","41.1"
"Fowl and other meats","Chile","Million dollars","2009","21.9"
"Fowl and other meats","Chile","Million dollars","2008","2.8"
"Fowl and other meats","Chile","Million dollars","2007","0"
"Fowl and other meats","Chile","Million dollars","2006","0"
"Fowl and other meats","Chile","Million dollars","2005","0"
"Fowl and other meats","Chile","Million dollars","2004","0"
"Fowl and other meats","Chile","Million dollars","2003","0"
"Fowl and other meats","Chile","Million dollars","2002","0"
"Fowl and other meats","Chile","Million dollars","2001","0"
"Fowl and other meats","Chile","Million dollars","2000","0"
"Fowl and other meats","Chile","Million dollars","1999","0"
"Fowl and other meats","Canada","Million dollars","2023","138.6"
"Fowl and other meats","Canada","Million dollars","2022","140.19999999999999"
"Fowl and other meats","Canada","Million dollars","2021","125.2"
"Fowl and other meats","Canada","Million dollars","2020","114.2"
"Fowl and other meats","Canada","Million dollars","2019","110.4"
"Fowl and other meats","Canada","Million dollars","2018","120.3"
"Fowl and other meats","Canada","Million dollars","2017","119.8"
"Fowl and other meats","Canada","Million dollars","2016","153"
"Fowl and other meats","Canada","Million dollars","2015","160.4"
"Fowl and other meats","Canada","Million dollars","2014","140.80000000000001"
"Fowl and other meats","Canada","Million dollars","2013","144.6"
"Fowl and other meats","Canada","Million dollars","2012","139.80000000000001"
"Fowl and other meats","Canada","Million dollars","2011","129.69999999999999"
"Fowl and other meats","Canada","Million dollars","2010","136.19999999999999"
"Fowl and other meats","Canada","Million dollars","2009","134"
"Fowl and other meats","Canada","Million dollars","2008","145.9"
"Fowl and other meats","Canada","Million dollars","2007","131.9"
"Fowl and other meats","Canada","Million dollars","2006","90.9"
"Fowl and other meats","Canada","Million dollars","2005","71.2"
"Fowl and other meats","Canada","Million dollars","2004","73.400000000000006"
"Fowl and other meats","Canada","Million dollars","2003","44.7"
"Fowl and other meats","Canada","Million dollars","2002","39.799999999999997"
"Fowl and other meats","Canada","Million dollars","2001","34.1"
"Fowl and other meats","Canada","Million dollars","2000","24.1"
"Fowl and other meats","Canada","Million dollars","1999","20"
"Fowl and other meats","New Zealand","Million dollars","2023","32"
"Fowl and other meats","New Zealand","Million dollars","2022","34.700000000000003"
"Fowl and other meats","New Zealand","Million dollars","2021","25.3"
"Fowl and other meats","New Zealand","Million dollars","2020","21.4"
"Fowl and other meats","New Zealand","Million dollars","2019","33.299999999999997"
"Fowl and other meats","New Zealand","Million dollars","2018","35.700000000000003"
"Fowl and other meats","New Zealand","Million dollars","2017","31.6"
"Fowl and other meats","New Zealand","Million dollars","2016","21.4"
"Fowl and other meats","New Zealand","Million dollars","2015","19"
"Fowl and other meats","New Zealand","Million dollars","2014","17.899999999999999"
"Fowl and other meats","New Zealand","Million dollars","2013","15.9"
"Fowl and other meats","New Zealand","Million dollars","2012","13.9"
"Fowl and other meats","New Zealand","Million dollars","2011","12.2"
"Fowl and other meats","New Zealand","Million dollars","2010","10.199999999999999"
"Fowl and other meats","New Zealand","Million dollars","2009","9.1999999999999993"
"Fowl and other meats","New Zealand","Million dollars","2008","13"
"Fowl and other meats","New Zealand","Million dollars","2007","10.4"
"Fowl and other meats","New Zealand","Million dollars","2006","12.1"
"Fowl and other meats","New Zealand","Million dollars","2005","11.3"
"Fowl and other meats","New Zealand","Million dollars","2004","9.9"
"Fowl and other meats","New Zealand","Million dollars","2003","9.4"
"Fowl and other meats","New Zealand","Million dollars","2002","11.1"
"Fowl and other meats","New Zealand","Million dollars","2001","10.9"
"Fowl and other meats","New Zealand","Million dollars","2000","10.8"
"Fowl and other meats","New Zealand","Million dollars","1999","10.3"
"Fowl and other meats","China","Million dollars","2023","8.9"
"Fowl and other meats","China","Million dollars","2022","7.2"
"Fowl and other meats","China","Million dollars","2021","7.7"
"Fowl and other meats","China","Million dollars","2020","7.6"
"Fowl and other meats","China","Million dollars","2019","9.1"
"Fowl and other meats","China","Million dollars","2018","16.2"
"Fowl and other meats","China","Million dollars","2017","15.9"
"Fowl and other meats","China","Million dollars","2016","17.3"
"Fowl and other meats","China","Million dollars","2015","21"
"Fowl and other meats","China","Million dollars","2014","24.8"
"Fowl and other meats","China","Million dollars","2013","13.1"
"Fowl and other meats","China","Million dollars","2012","12.9"
"Fowl and other meats","China","Million dollars","2011","24.4"
"Fowl and other meats","China","Million dollars","2010","21.2"
"Fowl and other meats","China","Million dollars","2009","18.899999999999999"
"Fowl and other meats","China","Million dollars","2008","15.4"
"Fowl and other meats","China","Million dollars","2007","17.100000000000001"
"Fowl and other meats","China","Million dollars","2006","11.5"
"Fowl and other meats","China","Million dollars","2005","10.199999999999999"
"Fowl and other meats","China","Million dollars","2004","7.9"
"Fowl and other meats","China","Million dollars","2003","6.2"
"Fowl and other meats","China","Million dollars","2002","8.3000000000000007"
"Fowl and other meats","China","Million dollars","2001","3.5"
"Fowl and other meats","China","Million dollars","2000","3.7"
"Fowl and other meats","China","Million dollars","1999","2.4"
"Fowl and other meats","Rest of world","Million dollars","2023","15.7"
"Fowl and other meats","Rest of world","Million dollars","2022","14.1999999999999"
"Fowl and other meats","Rest of world","Million dollars","2021","15.6"
"Fowl and other meats","Rest of world","Million dollars","2020","5.7000000000000499"
"Fowl and other meats","Rest of world","Million dollars","2019","18.600000000000001"
"Fowl and other meats","Rest of world","Million dollars","2018","20.7"
"Fowl and other meats","Rest of world","Million dollars","2017","11.5"
"Fowl and other meats","Rest of world","Million dollars","2016","10.3"
"Fowl and other meats","Rest of world","Million dollars","2015","8.6999999999999904"
