"category","country","unit","year","value","sheet"
"Bulk grains ","Argentina","Million dollars","2016",59.1,"Grains"
"Bulk grains ","Argentina","Million dollars","2015",55.9,"Grains"
"Bulk grains ","Argentina","Million dollars","2014",35.5,"Grains"
"Bulk grains ","Argentina","Million dollars","2013",204.8,"Grains"
"Bulk grains ","Argentina","Million dollars","2012",50.1,"Grains"
"Bulk grains ","Argentina","Million dollars","2011",8.4,"Grains"
"Bulk grains ","Argentina","Million dollars","2010",9.2,"Grains"
"Bulk grains ","Argentina","Million dollars","2009",2.2,"Grains"
"Bulk grains ","Argentina","Million dollars","2008",2.9,"Grains"
"Bulk grains ","Argentina","Million dollars","2007",2.5,"Grains"
"Bulk grains ","Argentina","Million dollars","2006",6.4,"Grains"
"Bulk grains ","Argentina","Million dollars","2005",0.2,"Grains"
"Bulk grains ","Argentina","Million dollars","2004",10,"Grains"
"Bulk grains ","Argentina","Million dollars","2003",4.2,"Grains"
"Bulk grains ","Argentina","Million dollars","2002",1.1,"Grains"
"Bulk grains ","Argentina","Million dollars","2001",0.4,"Grains"
"Bulk grains ","Argentina","Million dollars","2000",0,"Grains"
"Bulk grains ","Argentina","Million dollars","1999",0.1,"Grains"
"Bulk grains ","Brazil","Million dollars","2023",58.2,"Grains"
"Bulk grains ","Brazil","Million dollars","2022",67.2,"Grains"
"Bulk grains ","Brazil","Million dollars","2021",49.6,"Grains"
"Bulk grains ","Brazil","Million dollars","2020",50.9,"Grains"
"Bulk grains ","Brazil","Million dollars","2019",87.7,"Grains"
"Bulk grains ","Brazil","Million dollars","2018",44.5,"Grains"
"Bulk grains ","Brazil","Million dollars","2017",33.4,"Grains"
"Bulk grains ","Brazil","Million dollars","2016",22.1,"Grains"
"Bulk grains ","Brazil","Million dollars","2015",47.7,"Grains"
"Bulk grains ","Brazil","Million dollars","2014",10.9,"Grains"
"Bulk grains ","Brazil","Million dollars","2013",286,"Grains"
"Bulk grains ","Brazil","Million dollars","2012",249.8,"Grains"
"Bulk grains ","Brazil","Million dollars","2011",24,"Grains"
"Bulk grains ","Brazil","Million dollars","2010",38.9,"Grains"
"Bulk grains ","Brazil","Million dollars","2009",19,"Grains"
"Bulk grains ","Brazil","Million dollars","2008",1.8,"Grains"
"Bulk grains ","Brazil","Million dollars","2007",1.2,"Grains"
"Bulk grains ","Brazil","Million dollars","2006",0.3,"Grains"
"Bulk grains ","Brazil","Million dollars","2005",0.3,"Grains"
"Bulk grains ","Brazil","Million dollars","2004",0.2,"Grains"
"Bulk grains ","Brazil","Million dollars","2003",0.2,"Grains"
"Bulk grains ","Brazil","Million dollars","2002",0.1,"Grains"
"Bulk grains ","Brazil","Million dollars","2001",0.1,"Grains"
"Bulk grains ","Brazil","Million dollars","2000",0,"Grains"
"Bulk grains ","Brazil","Million dollars","1999",0,"Grains"
"Bulk grains ","Rest of world","Million dollars","2023",366.1,"Grains"
"Bulk grains ","Rest of world","Million dollars","2022",351.5,"Grains"
"Bulk grains ","Rest of world","Million dollars","2021",243.8,"Grains"
"Bulk grains ","Rest of world","Million dollars","2020",331.9,"Grains"
"Bulk grains ","Rest of world","Million dollars","2019",264.6,"Grains"
"Bulk grains ","Rest of world","Million dollars","2018",277.4,"Grains"
"Bulk grains ","Rest of world","Million dollars","2017",317.2,"Grains"
"Bulk grains ","Rest of world","Million dollars","2016",403.9,"Grains"
"Bulk grains ","Rest of world","Million dollars","2015",448.9,"Grains"
"Bulk grains ","Rest of world","Million dollars","2014",437,"Grains"
"Bulk grains ","Rest of world","Million dollars","2013",310.8,"Grains"
"Bulk grains ","Rest of world","Million dollars","2012",236.5,"Grains"
"Bulk grains ","Rest of world","Million dollars","2011",131.2,"Grains"
"Bulk grains ","Rest of world","Million dollars","2010",102.3,"Grains"
"Bulk grains ","Rest of world","Million dollars","2009",156,"Grains"
"Bulk grains ","Rest of world","Million dollars","2008",143.6,"Grains"
"Bulk grains ","Rest of world","Million dollars","2007",133.5,"Grains"
"Bulk grains ","Rest of world","Million dollars","2006",97.9,"Grains"
"Bulk grains ","Rest of world","Million dollars","2005",72.1999999999999,"Grains"
"Bulk grains ","Rest of world","Million dollars","2004",84.1,"Grains"
"Bulk grains ","Rest of world","Million dollars","2003",131.4,"Grains"
"Bulk grains ","Rest of world","Million dollars","2002",130.1,"Grains"
"Bulk grains ","Rest of world","Million dollars","2001",98.9,"Grains"
"Bulk grains ","Rest of world","Million dollars","2000",46.6999999999999,"Grains"
"Bulk grains ","Rest of world","Million dollars","1999",84.1999999999999,"Grains"
"Bulk grains ","World","Million dollars","2023",3222.3,"Grains"
"Bulk grains ","World","Million dollars","2022",2920.6,"Grains"
"Bulk grains ","World","Million dollars","2021",2029.9,"Grains"
"Bulk grains ","World","Million dollars","2020",2351.2,"Grains"
"Bulk grains ","World","Million dollars","2019",2189.5,"Grains"
"Bulk grains ","World","Million dollars","2018",2388.2,"Grains"
"Bulk grains ","World","Million dollars","2017",2161.1,"Grains"
"Bulk grains ","World","Million dollars","2016",1975.4,"Grains"
"Bulk grains ","World","Million dollars","2015",2426.7,"Grains"
"Bulk grains ","World","Million dollars","2014",2819.2,"Grains"
"Bulk grains ","World","Million dollars","2013",3391.7,"Grains"
"Bulk grains ","World","Million dollars","2012",2650.7,"Grains"
"Bulk grains ","World","Million dollars","2011",1941.7,"Grains"
"Bulk grains ","World","Million dollars","2010",1613.9,"Grains"
"Bulk grains ","World","Million dollars","2009",1818.3,"Grains"
"Bulk grains ","World","Million dollars","2008",2513.4,"Grains"
"Bulk grains ","World","Million dollars","2007",1427,"Grains"
"Bulk grains ","World","Million dollars","2006",966.6,"Grains"
"Bulk grains ","World","Million dollars","2005",661.9,"Grains"
"Bulk grains ","World","Million dollars","2004",695.6,"Grains"
"Bulk grains ","World","Million dollars","2003",632.5,"Grains"
"Bulk grains ","World","Million dollars","2002",736.4,"Grains"
"Bulk grains ","World","Million dollars","2001",762.7,"Grains"
"Bulk grains ","World","Million dollars","2000",663.3,"Grains"
"Bulk grains ","World","Million dollars","1999",731.4,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2023",6928,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2022",5615.6,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2021",4900.9,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2020",5726.5,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2019",5718.1,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2018",6694.1,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2017",6928.2,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2016",6356.5,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2015",6663.6,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2014",7358.1,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2013",9306.9,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2012",7098.5,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2011",5157.2,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2010",5320.2,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2009",5755.1,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2008",6602.6,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2007",5747.9,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2006",4900,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2005",3875.6,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2004",3904.7,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2003",3616.3,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2002",4640.8,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2001",5406.3,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","2000",4763.6,"Grains"
"Bulk grains ","World (quantity)","1,000 metric tons","1999",5295.2,"Grains"
"Wheat and products","Canada","Million dollars","2023",1140.9,"Grains"
"Wheat and products","Canada","Million dollars","2022",1092.8,"Grains"
"Wheat and products","Canada","Million dollars","2021",671.7,"Grains"
"Wheat and products","Canada","Million dollars","2020",670.1,"Grains"
"Wheat and products","Canada","Million dollars","2019",632.4,"Grains"
"Wheat and products","Canada","Million dollars","2018",1000,"Grains"
"Wheat and products","Canada","Million dollars","2017",931.8,"Grains"
"Wheat and products","Canada","Million dollars","2016",653.9,"Grains"
"Wheat and products","Canada","Million dollars","2015",944.9,"Grains"
"Wheat and products","Canada","Million dollars","2014",1222.4,"Grains"
"Wheat and products","Canada","Million dollars","2013",1268.2,"Grains"
"Wheat and products","Canada","Million dollars","2012",960.6,"Grains"
"Wheat and products","Canada","Million dollars","2011",812.1,"Grains"
"Wheat and products","Canada","Million dollars","2010",675.4,"Grains"
"Wheat and products","Canada","Million dollars","2009",821.7,"Grains"
"Wheat and products","Canada","Million dollars","2008",1256,"Grains"
"Wheat and products","Canada","Million dollars","2007",628.3,"Grains"
"Wheat and products","Canada","Million dollars","2006",424.8,"Grains"
"Wheat and products","Canada","Million dollars","2005",282.9,"Grains"
"Wheat and products","Canada","Million dollars","2004",273.7,"Grains"
"Wheat and products","Canada","Million dollars","2003",222.6,"Grains"
"Wheat and products","Canada","Million dollars","2002",362.5,"Grains"
"Wheat and products","Canada","Million dollars","2001",360,"Grains"
"Wheat and products","Canada","Million dollars","2000",299.7,"Grains"
"Wheat and products","Canada","Million dollars","1999",342.9,"Grains"
"Wheat and products","Australia","Million dollars","2023",299.4,"Grains"
"Wheat and products","Australia","Million dollars","2022",224.8,"Grains"
"Wheat and products","Australia","Million dollars","2021",139.7,"Grains"
"Wheat and products","Australia","Million dollars","2020",133.6,"Grains"
"Wheat and products","Australia","Million dollars","2019",169.1,"Grains"
"Wheat and products","Australia","Million dollars","2018",173.4,"Grains"
"Wheat and products","Australia","Million dollars","2017",151.3,"Grains"
"Wheat and products","Australia","Million dollars","2016",165.9,"Grains"
"Wheat and products","Australia","Million dollars","2015",152.2,"Grains"
"Wheat and products","Australia","Million dollars","2014",166.4,"Grains"
"Wheat and products","Australia","Million dollars","2013",175,"Grains"
"Wheat and products","Australia","Million dollars","2012",123.5,"Grains"
"Wheat and products","Australia","Million dollars","2011",131.2,"Grains"
"Wheat and products","Australia","Million dollars","2010",143.5,"Grains"
"Wheat and products","Australia","Million dollars","2009",103.7,"Grains"
"Wheat and products","Australia","Million dollars","2008",91.9,"Grains"
"Wheat and products","Australia","Million dollars","2007",49.1,"Grains"
"Wheat and products","Australia","Million dollars","2006",26,"Grains"
"Wheat and products","Australia","Million dollars","2005",26.9,"Grains"
"Wheat and products","Australia","Million dollars","2004",26,"Grains"
"Wheat and products","Australia","Million dollars","2003",29.2,"Grains"
"Wheat and products","Australia","Million dollars","2002",27.7,"Grains"
"Wheat and products","Australia","Million dollars","2001",24.4,"Grains"
"Wheat and products","Australia","Million dollars","2000",37.1,"Grains"
"Wheat and products","Australia","Million dollars","1999",35.4,"Grains"
"Wheat and products","Poland","Million dollars","2023",65.4,"Grains"
"Wheat and products","Poland","Million dollars","2022",8.2,"Grains"
"Wheat and products","Poland","Million dollars","2021",9.5,"Grains"
"Wheat and products","Poland","Million dollars","2020",4.4,"Grains"
"Wheat and products","Poland","Million dollars","2019",6.7,"Grains"
"Wheat and products","Poland","Million dollars","2018",9.1,"Grains"
"Wheat and products","Poland","Million dollars","2017",6.4,"Grains"
"Wheat and products","Poland","Million dollars","2016",6.7,"Grains"
"Wheat and products","Poland","Million dollars","2015",4.5,"Grains"
"Wheat and products","Poland","Million dollars","2014",12.4,"Grains"
"Wheat and products","Poland","Million dollars","2013",16.9,"Grains"
"Wheat and products","Poland","Million dollars","2012",16,"Grains"
"Wheat and products","Poland","Million dollars","2011",22.2,"Grains"
"Wheat and products","Poland","Million dollars","2010",39.7,"Grains"
"Wheat and products","Poland","Million dollars","2009",44.6,"Grains"
"Wheat and products","Poland","Million dollars","2008",41.2,"Grains"
"Wheat and products","Poland","Million dollars","2007",20.3,"Grains"
"Wheat and products","Poland","Million dollars","2006",14,"Grains"
"Wheat and products","Poland","Million dollars","2005",14.1,"Grains"
"Wheat and products","Poland","Million dollars","2004",16.1,"Grains"
"Wheat and products","Poland","Million dollars","2003",11.9,"Grains"
"Wheat and products","Poland","Million dollars","2002",6.5,"Grains"
"Wheat and products","Poland","Million dollars","2001",3.2,"Grains"
"Wheat and products","Poland","Million dollars","2000",7.8,"Grains"
"Wheat and products","Poland","Million dollars","1999",5.8,"Grains"
"Wheat and products","Germany","Million dollars","2023",60.5,"Grains"
"Wheat and products","Germany","Million dollars","2022",52.6,"Grains"
"Wheat and products","Germany","Million dollars","2021",51.4,"Grains"
"Wheat and products","Germany","Million dollars","2020",43.5,"Grains"
"Wheat and products","Germany","Million dollars","2019",58.4,"Grains"
"Wheat and products","Germany","Million dollars","2018",55.5,"Grains"
"Wheat and products","Germany","Million dollars","2017",55.6,"Grains"
"Wheat and products","Germany","Million dollars","2016",45.2,"Grains"
"Wheat and products","Germany","Million dollars","2015",48.1,"Grains"
"Wheat and products","Germany","Million dollars","2014",41.1,"Grains"
"Wheat and products","Germany","Million dollars","2013",26.7,"Grains"
"Wheat and products","Germany","Million dollars","2012",19,"Grains"
"Wheat and products","Germany","Million dollars","2011",18.8,"Grains"
"Wheat and products","Germany","Million dollars","2010",25.8,"Grains"
"Wheat and products","Germany","Million dollars","2009",26,"Grains"
"Wheat and products","Germany","Million dollars","2008",22.8,"Grains"
"Wheat and products","Germany","Million dollars","2007",17.5,"Grains"
"Wheat and products","Germany","Million dollars","2006",8.8,"Grains"
"Wheat and products","Germany","Million dollars","2005",7.4,"Grains"
"Wheat and products","Germany","Million dollars","2004",16.1,"Grains"
"Wheat and products","Germany","Million dollars","2003",7.2,"Grains"
"Wheat and products","Germany","Million dollars","2002",5.2,"Grains"
"Wheat and products","Germany","Million dollars","2001",5.8,"Grains"
"Wheat and products","Germany","Million dollars","2000",2.7,"Grains"
"Wheat and products","Germany","Million dollars","1999",4,"Grains"
"Wheat and products","Rest of world","Million dollars","2023",244.7,"Grains"
"Wheat and products","Rest of world","Million dollars","2022",245.8,"Grains"
"Wheat and products","Rest of world","Million dollars","2021",176.4,"Grains"
"Wheat and products","Rest of world","Million dollars","2020",175.3,"Grains"
"Wheat and products","Rest of world","Million dollars","2019",156.3,"Grains"
"Wheat and products","Rest of world","Million dollars","2018",152.9,"Grains"
"Wheat and products","Rest of world","Million dollars","2017",149.8,"Grains"
"Wheat and products","Rest of world","Million dollars","2016",188.4,"Grains"
"Wheat and products","Rest of world","Million dollars","2015",142.5,"Grains"
"Wheat and products","Rest of world","Million dollars","2014",137.5,"Grains"
"Wheat and products","Rest of world","Million dollars","2013",104,"Grains"
"Wheat and products","Rest of world","Million dollars","2012",141.6,"Grains"
"Wheat and products","Rest of world","Million dollars","2011",124.6,"Grains"
"Wheat and products","Rest of world","Million dollars","2010",140.7,"Grains"
"Wheat and products","Rest of world","Million dollars","2009",127.9,"Grains"
"Wheat and products","Rest of world","Million dollars","2008",167.3,"Grains"
"Wheat and products","Rest of world","Million dollars","2007",100,"Grains"
"Wheat and products","Rest of world","Million dollars","2006",76.5,"Grains"
"Wheat and products","Rest of world","Million dollars","2005",61.7,"Grains"
"Wheat and products","Rest of world","Million dollars","2004",85.5,"Grains"
"Wheat and products","Rest of world","Million dollars","2003",51.7,"Grains"
"Wheat and products","Rest of world","Million dollars","2002",44.5,"Grains"
"Wheat and products","Rest of world","Million dollars","2001",32.2,"Grains"
"Wheat and products","Rest of world","Million dollars","2000",25.7,"Grains"
"Wheat and products","Rest of world","Million dollars","1999",20.7,"Grains"
"Wheat and products","World","Million dollars","2023",1810.9,"Grains"
"Wheat and products","World","Million dollars","2022",1624.2,"Grains"
"Wheat and products","World","Million dollars","2021",1048.7,"Grains"
"Wheat and products","World","Million dollars","2020",1026.9,"Grains"
"Wheat and products","World","Million dollars","2019",1022.9,"Grains"
"Wheat and products","World","Million dollars","2018",1390.9,"Grains"
"Wheat and products","World","Million dollars","2017",1294.9,"Grains"
"Wheat and products","World","Million dollars","2016",1060.1,"Grains"
"Wheat and products","World","Million dollars","2015",1292.2,"Grains"
"Wheat and products","World","Million dollars","2014",1579.8,"Grains"
"Wheat and products","World","Million dollars","2013",1590.8,"Grains"
"Wheat and products","World","Million dollars","2012",1260.7,"Grains"
"Wheat and products","World","Million dollars","2011",1108.9,"Grains"
"Wheat and products","World","Million dollars","2010",1025.1,"Grains"
"Wheat and products","World","Million dollars","2009",1123.9,"Grains"
"Wheat and products","World","Million dollars","2008",1579.2,"Grains"
"Wheat and products","World","Million dollars","2007",815.2,"Grains"
"Wheat and products","World","Million dollars","2006",550.1,"Grains"
"Wheat and products","World","Million dollars","2005",393,"Grains"
"Wheat and products","World","Million dollars","2004",417.4,"Grains"
"Wheat and products","World","Million dollars","2003",322.6,"Grains"
"Wheat and products","World","Million dollars","2002",446.4,"Grains"
"Wheat and products","World","Million dollars","2001",425.6,"Grains"
"Wheat and products","World","Million dollars","2000",373,"Grains"
"Wheat and products","World","Million dollars","1999",408.8,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2023",3224.8,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2022",2507.3,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2021",2205.2,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2020",2643.1,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2019",2539.9,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2018",3819.2,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2017",3581.8,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2016",2931.8,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2015",3172.3,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2014",4169.4,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2013",3990.9,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2012",3012.5,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2011",2542.4,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2010",3036.4,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2009",3098.7,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2008",3026.4,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2007",2834.6,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2006",2509.8,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2005",1772.7,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2004",1633.3,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2003",1380,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2002",2353.2,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2001",2439.4,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","2000",2145.4,"Grains"
"Wheat and products","World (quantity)","1,000 metric tons","1999",2479.7,"Grains"
"Rice and products","Thailand","Million dollars","2023",665.8,"Grains"
"Rice and products","Thailand","Million dollars","2022",624.9,"Grains"
"Rice and products","Thailand","Million dollars","2021",501.2,"Grains"
"Rice and products","Thailand","Million dollars","2020",694.2,"Grains"
"Rice and products","Thailand","Million dollars","2019",633.3,"Grains"
"Rice and products","Thailand","Million dollars","2018",540.3,"Grains"
"Rice and products","Thailand","Million dollars","2017",385,"Grains"
"Rice and products","Thailand","Million dollars","2016",380.5,"Grains"
"Rice and products","Thailand","Million dollars","2015",422,"Grains"
"Rice and products","Thailand","Million dollars","2014",439.9,"Grains"
"Rice and products","Thailand","Million dollars","2013",447.1,"Grains"
"Rice and products","Thailand","Million dollars","2012",427.3,"Grains"
"Rice and products","Thailand","Million dollars","2011",411.4,"Grains"
"Rice and products","Thailand","Million dollars","2010",397.8,"Grains"
"Rice and products","Thailand","Million dollars","2009",364.7,"Grains"
"Rice and products","Thailand","Million dollars","2008",335,"Grains"
"Rice and products","Thailand","Million dollars","2007",217.7,"Grains"
"Rice and products","Thailand","Million dollars","2006",187.2,"Grains"
"Rice and products","Thailand","Million dollars","2005",152.9,"Grains"
"Rice and products","Thailand","Million dollars","2004",162.8,"Grains"
"Rice and products","Thailand","Million dollars","2003",135.1,"Grains"
"Rice and products","Thailand","Million dollars","2002",97.6,"Grains"
"Rice and products","Thailand","Million dollars","2001",108.8,"Grains"
"Rice and products","Thailand","Million dollars","2000",123.7,"Grains"
"Rice and products","Thailand","Million dollars","1999",120.2,"Grains"
"Rice and products","India","Million dollars","2023",349.6,"Grains"
"Rice and products","India","Million dollars","2022",298.3,"Grains"
"Rice and products","India","Million dollars","2021",204.8,"Grains"
"Rice and products","India","Million dollars","2020",278.9,"Grains"
"Rice and products","India","Million dollars","2019",226,"Grains"
"Rice and products","India","Million dollars","2018",210,"Grains"
"Rice and products","India","Million dollars","2017",174.1,"Grains"
"Rice and products","India","Million dollars","2016",156.6,"Grains"
"Rice and products","India","Million dollars","2015",163.1,"Grains"
"Rice and products","India","Million dollars","2014",176,"Grains"
"Rice and products","India","Million dollars","2013",165.2,"Grains"
"Rice and products","India","Million dollars","2012",138.9,"Grains"
"Rice and products","India","Million dollars","2011",123.7,"Grains"
"Rice and products","India","Million dollars","2010",108.8,"Grains"
"Rice and products","India","Million dollars","2009",112.4,"Grains"
"Rice and products","India","Million dollars","2008",124.6,"Grains"
"Rice and products","India","Million dollars","2007",75.5,"Grains"
"Rice and products","India","Million dollars","2006",55.9,"Grains"
"Rice and products","India","Million dollars","2005",45.4,"Grains"
"Rice and products","India","Million dollars","2004",37.4,"Grains"
"Rice and products","India","Million dollars","2003",39.4,"Grains"
"Rice and products","India","Million dollars","2002",39.7,"Grains"
"Rice and products","India","Million dollars","2001",37.9,"Grains"
"Rice and products","India","Million dollars","2000",42.5,"Grains"
"Rice and products","India","Million dollars","1999",41.1,"Grains"
"Rice and products","Pakistan","Million dollars","2023",57.5,"Grains"
"Rice and products","Pakistan","Million dollars","2022",37.8,"Grains"
"Rice and products","Pakistan","Million dollars","2021",33.9,"Grains"
"Rice and products","Pakistan","Million dollars","2020",55.1,"Grains"
"Rice and products","Pakistan","Million dollars","2019",37.7,"Grains"
"Rice and products","Pakistan","Million dollars","2018",31.1,"Grains"
"Rice and products","Pakistan","Million dollars","2017",26.5,"Grains"
"Rice and products","Pakistan","Million dollars","2016",26.7,"Grains"
"Rice and products","Pakistan","Million dollars","2015",36.7,"Grains"
"Rice and products","Pakistan","Million dollars","2014",37.6,"Grains"
"Rice and products","Pakistan","Million dollars","2013",33.4,"Grains"
"Rice and products","Pakistan","Million dollars","2012",19.2,"Grains"
"Rice and products","Pakistan","Million dollars","2011",16.6,"Grains"
"Rice and products","Pakistan","Million dollars","2010",21.7,"Grains"
"Rice and products","Pakistan","Million dollars","2009",21.1,"Grains"
"Rice and products","Pakistan","Million dollars","2008",29.2,"Grains"
"Rice and products","Pakistan","Million dollars","2007",15.4,"Grains"
"Rice and products","Pakistan","Million dollars","2006",13.1,"Grains"
"Rice and products","Pakistan","Million dollars","2005",11.6,"Grains"
"Rice and products","Pakistan","Million dollars","2004",12.4,"Grains"
"Rice and products","Pakistan","Million dollars","2003",9.6,"Grains"
"Rice and products","Pakistan","Million dollars","2002",8.1,"Grains"
"Rice and products","Pakistan","Million dollars","2001",7.5,"Grains"
"Rice and products","Pakistan","Million dollars","2000",9.3,"Grains"
"Rice and products","Pakistan","Million dollars","1999",6.6,"Grains"
"Rice and products","China","Million dollars","2023",44.7,"Grains"
"Rice and products","China","Million dollars","2022",32.9,"Grains"
"Rice and products","China","Million dollars","2021",24.1,"Grains"
"Rice and products","China","Million dollars","2020",24.3,"Grains"
"Rice and products","China","Million dollars","2019",23.2,"Grains"
"Rice and products","China","Million dollars","2018",28.8,"Grains"
"Rice and products","China","Million dollars","2017",9.2,"Grains"
"Rice and products","China","Million dollars","2016",4.5,"Grains"
"Rice and products","China","Million dollars","2015",5.4,"Grains"
"Rice and products","China","Million dollars","2014",4.3,"Grains"
"Rice and products","China","Million dollars","2013",3.6,"Grains"
"Rice and products","China","Million dollars","2012",3.9,"Grains"
"Rice and products","China","Million dollars","2011",5.5,"Grains"
"Rice and products","China","Million dollars","2010",3.6,"Grains"
"Rice and products","China","Million dollars","2009",4.6,"Grains"
"Rice and products","China","Million dollars","2008",24.4,"Grains"
"Rice and products","China","Million dollars","2007",43.9,"Grains"
"Rice and products","China","Million dollars","2006",36.5,"Grains"
"Rice and products","China","Million dollars","2005",0.8,"Grains"
"Rice and products","China","Million dollars","2004",15.4,"Grains"
"Rice and products","China","Million dollars","2003",23,"Grains"
"Rice and products","China","Million dollars","2002",0.4,"Grains"
"Rice and products","China","Million dollars","2001",0.5,"Grains"
"Rice and products","China","Million dollars","2000",0.6,"Grains"
"Rice and products","China","Million dollars","1999",9.3,"Grains"
"Rice and products","Rest of world","Million dollars","2023",189.5,"Grains"
"Rice and products","Rest of world","Million dollars","2022",162.3,"Grains"
"Rice and products","Rest of world","Million dollars","2021",112.1,"Grains"
"Rice and products","Rest of world","Million dollars","2020",134.1,"Grains"
"Rice and products","Rest of world","Million dollars","2019",92.8000000000001,"Grains"
"Rice and products","Rest of world","Million dollars","2018",92.5000000000001,"Grains"
"Rice and products","Rest of world","Million dollars","2017",71.2,"Grains"
"Rice and products","Rest of world","Million dollars","2016",85.5,"Grains"
"Rice and products","Rest of world","Million dollars","2015",93.5,"Grains"
"Rice and products","Rest of world","Million dollars","2014",110.3,"Grains"
"Rice and products","Rest of world","Million dollars","2013",86,"Grains"
"Rice and products","Rest of world","Million dollars","2012",69.9,"Grains"
"Rice and products","Rest of world","Million dollars","2011",74.1,"Grains"
"Rice and products","Rest of world","Million dollars","2010",41.9,"Grains"
"Rice and products","Rest of world","Million dollars","2009",85.4,"Grains"
"Rice and products","Rest of world","Million dollars","2008",31.6999999999999,"Grains"
"Rice and products","Rest of world","Million dollars","2007",32.4,"Grains"
"Rice and products","Rest of world","Million dollars","2006",33.1,"Grains"
"Rice and products","Rest of world","Million dollars","2005",13.2,"Grains"
"Rice and products","Rest of world","Million dollars","2004",14.2,"Grains"
"Rice and products","Rest of world","Million dollars","2003",10.9,"Grains"
"Rice and products","Rest of world","Million dollars","2002",22.4,"Grains"
"Rice and products","Rest of world","Million dollars","2001",18.6,"Grains"
"Rice and products","Rest of world","Million dollars","2000",8.20000000000002,"Grains"
"Rice and products","Rest of world","Million dollars","1999",14.4,"Grains"
"Rice and products","World","Million dollars","2023",1307.1,"Grains"
"Rice and products","World","Million dollars","2022",1156.2,"Grains"
"Rice and products","World","Million dollars","2021",876.1,"Grains"
"Rice and products","World","Million dollars","2020",1186.6,"Grains"
"Rice and products","World","Million dollars","2019",1013,"Grains"
"Rice and products","World","Million dollars","2018",902.7,"Grains"
"Rice and products","World","Million dollars","2017",666,"Grains"
"Rice and products","World","Million dollars","2016",653.8,"Grains"
"Rice and products","World","Million dollars","2015",720.7,"Grains"
"Rice and products","World","Million dollars","2014",768.1,"Grains"
"Rice and products","World","Million dollars","2013",735.3,"Grains"
"Rice and products","World","Million dollars","2012",659.2,"Grains"
"Rice and products","World","Million dollars","2011",631.3,"Grains"
"Rice and products","World","Million dollars","2010",573.8,"Grains"
"Rice and products","World","Million dollars","2009",588.2,"Grains"
"Rice and products","World","Million dollars","2008",544.9,"Grains"
"Rice and products","World","Million dollars","2007",384.9,"Grains"
"Rice and products","World","Million dollars","2006",325.8,"Grains"
"Rice and products","World","Million dollars","2005",223.9,"Grains"
"Rice and products","World","Million dollars","2004",242.2,"Grains"
"Rice and products","World","Million dollars","2003",218,"Grains"
"Rice and products","World","Million dollars","2002",168.2,"Grains"
